personIdExternal;positionEntryDate;managerId;emplStatus;employeeStatus;emplClass;employeeClass;emplmType;employmentType;division;location;company;jobTitle;event;eventReason;position;businessUnit;startDate;endDate;userId
"107035";"null";"107014";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Program Manager";"Data Change";"DATASTAT";"50021038";"CORP";"2017-01-01";"2050-04-20";"107035"
"107030";"null";"107014";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Development Analyst Lead";"Data Change";"DATASTAT";"50021033";"CORP";"2017-01-01";"2050-04-20";"107030"
"107026";"null";"107014";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Development Analyst";"Data Change";"DATASTAT";"50021029";"CORP";"2017-01-01";"2050-04-20";"107026"
"107014";"null";"107016";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Development Manager";"Data Change";"DATASTAT";"50021017";"CORP";"2017-01-01";"2050-04-20";"107014"
"107013";"null";"107034";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Executive Assistant";"Data Change";"DATASTAT";"50021016";"PRODS";"2017-01-01";"2050-04-20";"107013"
"107029";"null";"107015";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Engineer II";"Data Change";"DATASTAT";"50021032";"PRODS";"2017-01-01";"2050-04-20";"107029"
"107015";"null";"107009";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"????";"Data Change";"DATASTAT";"50021018";"PRODS";"2017-01-01";"2050-04-20";"107015"
"107009";"null";"107004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"????";"Data Change";"DATASTAT";"50021012";"PRODS";"2017-01-01";"2050-04-20";"107009"
"107008";"null";"69102";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"VP Information Technology";"Data Change";"DATASTAT";"50021011";"CORP";"2017-01-01";"2050-04-20";"107008"
"107032";"null";"107010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Project Execution Lead";"Data Change";"DATASTAT";"50021035";"PRODS";"2017-01-01";"2050-04-20";"107032"
"107002";"null";"107015";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Engineering Intern";"Data Change";"DATASTAT";"50021005";"PRODS";"2017-01-01";"2050-04-20";"107002"
"107034";"null";"69102";"4595";"Active";"4662";"Active";"3638";"Management";"null";"null";"null";"SVP Beijing Operations & Maintenance";"Data Change";"DATASTAT";"50021037";"PRODS";"2017-01-01";"2050-04-20";"107034"
"107004";"null";"107034";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"VP Operations";"Data Change";"DATASTAT";"50021007";"PRODS";"2017-01-01";"2050-04-20";"107004"
"100097";"null";"107004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Quality Assurance Manager";"Data Change";"DATASTAT";"50021002";"PRODS";"2017-01-01";"2050-04-20";"100097"
"107010";"null";"107009";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"???????";"Data Change";"DATASTAT";"50021013";"PRODS";"2017-01-01";"2050-04-20";"107010"
"107001";"null";"107015";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Engineer I";"Data Change";"DATASTAT";"50021004";"PRODS";"2017-01-01";"2050-04-20";"107001"
"107018";"null";"107009";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"null";"???";"Data Change";"DATASTAT";"50021021";"PRODS";"2017-01-01";"2050-04-20";"107018"
"107012";"null";"107017";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"null";"Custodian";"Data Change";"DATASTAT";"50021015";"PRODS";"2017-01-01";"2050-04-20";"107012"
"107017";"null";"107034";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Facilities Manager";"Data Change";"DATASTAT";"50021020";"PRODS";"2017-01-01";"2050-04-20";"107017"
"107006";"null";"107017";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"null";"Custodian";"Data Change";"DATASTAT";"50021009";"PRODS";"2017-01-01";"2050-04-20";"107006"
"107007";"null";"107017";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"null";"Custodian";"Data Change";"DATASTAT";"50021010";"PRODS";"2017-01-01";"2050-04-20";"107007"
"107011";"null";"107017";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Building Manager";"Data Change";"DATASTAT";"50021014";"PRODS";"2017-01-01";"2050-04-20";"107011"
"107038";"null";"100097";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"QA Engineer";"Data Change";"DATASTAT";"50021001";"PRODS";"2017-01-01";"2050-04-20";"107038"
"107039";"null";"100097";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"null";"QA Administrator";"Data Change";"DATASTAT";"50021003";"PRODS";"2017-01-01";"2050-04-20";"107039"
"107005";"null";"69102";"4595";"Active";"4662";"Active";"3638";"Management";"null";"null";"null";"SVP Sales";"Pay Rate Change";"PAYOTH";"50021008";"SALES";"2017-01-01";"2050-04-20";"107005"
"106009";"null";"107031";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Executive Assistant";"Pay Rate Change";"PAYOTH";"50023011";"CORP";"2017-01-01";"2050-04-20";"106009"
"106034";"null";"106032";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Executive Assistant";"Pay Rate Change";"PAYOTH";"50023036";"CORP";"2017-01-01";"2050-04-20";"106034"
"106017";"null";"106032";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Director of Talent Management";"Pay Rate Change";"PAYOTH";"50023019";"CORP";"2017-01-01";"2050-04-20";"106017"
"106020";"null";"106029";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"HR Business Partner";"Pay Rate Change";"PAYOTH";"50023022";"CORP";"2017-01-01";"2050-04-20";"106020"
"106029";"null";"106032";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"HR Business Office Manager";"Pay Rate Change";"PAYOTH";"50023054";"CORP";"2017-01-01";"2050-04-20";"106029"
"106032";"null";"106006";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Managing Director Human Resources";"Pay Rate Change";"PAYOTH";"50023034";"CORP";"2017-01-01";"2050-04-20";"106032"
"106004";"null";"106026";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Recruiter";"Pay Rate Change";"PAYOTH";"50023006";"CORP";"2017-01-01";"2050-04-20";"106004"
"103094";"null";"103093";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun India";"VP Operations";"Pay Rate Change";"PAYOTH";"3000322";"PRODS";"2017-01-01";"2050-04-20";"103094"
"108799";"null";"802981";"4595";"Active";"30087";"Consultant";"3631";"Salaried staff";"null";"null";"null";"Capacity Planning Manager";"Data Change";"DATASTAT";"500300207";"PRODS";"2017-01-01";"2050-04-20";"108799"
"103090";"null";"103073";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Company";"Customer Service Agent";"Pay Rate Change";"PAYOTH";"3000328";"CORP";"2017-01-01";"2050-04-20";"103090"
"103092";"null";"69121";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun India";"President India";"Pay Rate Change";"PAYOTH";"3000319";"CORP";"2017-01-01";"2050-04-20";"103092"
"101020";"null";"101050";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"HR Business Partner";"Pay Rate Change";"PAYOTH";"50022015";"CORP";"2017-01-01";"2050-04-20";"101020"
"101029";"null";"101050";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"HR Business Partner";"Pay Rate Change";"PAYOTH";"50022015";"CORP";"2017-01-01";"2050-04-20";"101029"
"101017";"null";"101032";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Director of Talent Management";"Pay Rate Change";"PAYOTH";"50022011";"CORP";"2017-01-01";"2050-04-20";"101017"
"101026";"null";"101017";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Recruiting Manager";"Pay Rate Change";"PAYOTH";"50022012";"CORP";"2017-01-01";"2050-04-20";"101026"
"101021";"null";"101026";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Recruiter";"Pay Rate Change";"PAYOTH";"50022016";"CORP";"2017-01-01";"2050-04-20";"101021"
"101028";"null";"101026";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Sr Recruiter";"Pay Rate Change";"PAYOTH";"50022023";"CORP";"2017-01-01";"2050-04-20";"101028"
"101025";"null";"101026";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"null";"Add Global Assignment";"GAUnassignPosition";"null";"null";"2017-04-12";"2050-04-20";"101025"
"101022";"null";"101026";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Recruiter";"Pay Rate Change";"PAYOTH";"50022017";"CORP";"2017-01-01";"2050-04-20";"101022"
"101004";"null";"101026";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Recruiter";"Pay Rate Change";"PAYOTH";"50022013";"CORP";"2017-01-01";"2050-04-20";"101004"
"101023";"null";"101024";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Sr. Compensation Analyst";"Pay Rate Change";"PAYOTH";"50022018";"CORP";"2017-01-01";"2050-04-20";"101023"
"101024";"null";"101017";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Compensation Manager";"Pay Rate Change";"PAYOTH";"50022019";"CORP";"2017-01-01";"2050-04-20";"101024"
"101027";"null";"101015";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Development Analyst";"Pay Rate Change";"PAYOTH";"50022022";"CORP";"2017-01-01";"2050-04-20";"101027"
"101015";"null";"101017";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Development Manager";"Pay Rate Change";"PAYOTH";"50022014";"CORP";"2017-01-01";"2050-04-20";"101015"
"101031";"null";"101015";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Development Analyst";"Pay Rate Change";"PAYOTH";"50022022";"CORP";"2017-01-01";"2050-04-20";"101031"
"101036";"null";"101015";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Development Analyst Lead";"Pay Rate Change";"PAYOTH";"50022025";"CORP";"2017-01-01";"2050-04-20";"101036"
"101039";"null";"101038";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"QA Engineer";"Pay Rate Change";"PAYOTH";"50022001";"PRODS";"2017-01-01";"2050-04-20";"101039"
"101035";"null";"101006";"4595";"Active";"4662";"Active";"3638";"Management";"null";"null";"BestRun UK";"SVP Operations & Maintenance";"Pay Rate Change";"PAYOTH";"50022007";"PRODS";"2017-01-01";"2050-04-20";"101035"
"101005";"null";"101035";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"VP Operations";"Pay Rate Change";"PAYOTH";"50022006";"PRODS";"2017-01-01";"2050-04-20";"101005"
"101034";"null";"101006";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Executive Assistant";"Pay Rate Change";"PAYOTH";"50022034";"PRODS";"2017-01-01";"2050-04-20";"101034"
"101016";"null";"101010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Engineer III";"Pay Rate Change";"PAYOTH";"50022044";"PRODS";"2017-01-01";"2050-04-20";"101016"
"101014";"null";"101035";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Executive Assistant";"Pay Rate Change";"PAYOTH";"50022028";"PRODS";"2017-01-01";"2050-04-20";"101014"
"101040";"null";"101038";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun UK";"QA Administrator";"Pay Rate Change";"PAYOTH";"50022003";"PRODS";"2017-01-01";"2050-04-20";"101040"
"101019";"null";"101037";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun UK";"Administrator";"Pay Rate Change";"PAYOTH";"50022050";"PRODS";"2017-01-01";"2050-04-20";"101019"
"101037";"null";"101005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Production Director";"Pay Rate Change";"PAYOTH";"50022035";"PRODS";"2017-01-01";"2050-04-20";"101037"
"101018";"null";"101005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"VP Facilities";"Pay Rate Change";"PAYOTH";"50022029";"PRODS";"2017-01-01";"2050-04-20";"101018"
"101003";"null";"101010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Engineering Intern";"Pay Rate Change";"PAYOTH";"50022045";"PRODS";"2017-01-01";"2050-04-20";"101003"
"101033";"null";"101011";"4595";"Active";"4665";"null";"3631";"Salaried staff";"null";"null";"BestRun UK";"Scheduler";"Pay Rate Change";"PAYOTH";"50022049";"PRODS";"2017-01-01";"2050-04-20";"101033"
"101011";"null";"101037";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Planning & Scheduling Manager";"Transfer";"PAYXFR";"50022048";"PRODS";"2018-04-01";"2050-04-20";"101011"
"101030";"null";"101010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Engineer II";"Pay Rate Change";"PAYOTH";"50022047";"PRODS";"2017-01-01";"2050-04-20";"101030"
"101010";"null";"101037";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Engineering Manager";"Pay Rate Change";"PAYOTH";"50022043";"PRODS";"2017-01-01";"2050-04-20";"101010"
"101002";"null";"101010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Engineer I";"Pay Rate Change";"PAYOTH";"50022046";"PRODS";"2017-01-01";"2050-04-20";"101002"
"101013";"null";"101018";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun UK";"Custodian";"Pay Rate Change";"PAYOTH";"50022031";"PRODS";"2017-01-01";"2050-04-20";"101013"
"101008";"null";"101018";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun UK";"Custodian";"Pay Rate Change";"PAYOTH";"50022033";"PRODS";"2017-01-01";"2050-04-20";"101008"
"101012";"null";"101018";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Building Manager";"Pay Rate Change";"PAYOTH";"50022030";"PRODS";"2017-01-01";"2050-04-20";"101012"
"109037";"null";"109030";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"Recruiting Manager";"Pay Rate Change";"PAYOTH";"3000295";"CORP";"2017-01-01";"2050-04-20";"109037"
"109021";"null";"109016";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"Engineering Intern";"Pay Rate Change";"PAYOTH";"3000285";"PRODS";"2017-01-01";"2050-04-20";"109021"
"109022";"null";"109016";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"Engineer II";"Pay Rate Change";"PAYOTH";"3000286";"PRODS";"2017-01-01";"2050-04-20";"109022"
"109023";"null";"109016";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"Engineer III";"Pay Rate Change";"PAYOTH";"3000287";"PRODS";"2017-01-01";"2050-04-20";"109023"
"109024";"null";"109005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"HR Business Office Director";"Pay Rate Change";"PAYOTH";"3000288";"CORP";"2017-01-01";"2050-04-20";"109024"
"109025";"null";"109024";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"HR Business Partner";"Pay Rate Change";"PAYOTH";"3000289";"CORP";"2017-01-01";"2050-04-20";"109025"
"109026";"null";"109024";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"Payroll Admin";"Pay Rate Change";"PAYOTH";"3000290";"CORP";"2017-01-01";"2050-04-20";"109026"
"109027";"null";"109024";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"IT Business Partner";"Pay Rate Change";"PAYOTH";"3000291";"CORP";"2017-01-01";"2050-04-20";"109027"
"109028";"null";"109005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"Learning Director";"Pay Rate Change";"PAYOTH";"3000292";"CORP";"2017-01-01";"2050-04-20";"109028"
"109029";"null";"109028";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"Learning BP Check";"Pay Rate Change";"PAYOTH";"3000293";"CORP";"2017-01-01";"2050-04-20";"109029"
"106048";"null";"106005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"QA Manager";"Pay Rate Change";"PAYOTH";"50023046";"PRODS";"2017-01-01";"2050-04-20";"106048"
"106049";"null";"106037";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Assembly Manager";"Pay Rate Change";"PAYOTH";"50003338";"PRODS";"2017-01-01";"2050-04-20";"106049"
"106050";"null";"106037";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Program Management Office";"Pay Rate Change";"PAYOTH";"50023047";"PRODS";"2017-01-01";"2050-04-20";"106050"
"106051";"null";"106048";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"QA Engineer";"Pay Rate Change";"PAYOTH";"50000346";"PRODS";"2017-01-01";"2050-04-20";"106051"
"106052";"null";"106048";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"QA Administrator";"Pay Rate Change";"PAYOTH";"50000348";"PRODS";"2017-01-01";"2050-04-20";"106052"
"106053";"null";"106029";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"IT Business Partner";"Pay Rate Change";"PAYOTH";"3000041";"CORP";"2017-01-01";"2050-04-20";"106053"
"106054";"null";"106029";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Payroll Admin";"Pay Rate Change";"PAYOTH";"3000040";"CORP";"2017-01-01";"2050-04-20";"106054"
"106055";"null";"106029";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"null";"Add Global Assignment";"GAUnassignPosition";"null";"null";"2017-04-12";"2050-04-20";"106055"
"106056";"null";"NO_MANAGER";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Learning Business Partner";"Pay Rate Change";"PAYOTH";"50023043";"CORP";"2017-01-01";"2050-04-20";"106056"
"104040";"null";"104005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"VP Information Technology";"Pay Rate Change";"PAYOTH";"500349";"CORP";"2017-01-01";"2050-04-20";"104040"
"104041";"null";"104005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"VP Finance";"Pay Rate Change";"PAYOTH";"5000340";"CORP";"2017-01-01";"2050-04-20";"104041"
"104042";"null";"104005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"SVP Sales";"Pay Rate Change";"PAYOTH";"5000341";"SALES";"2017-01-01";"2050-04-20";"104042"
"104043";"null";"104034";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"VP Maintenance";"Pay Rate Change";"PAYOTH";"5000344";"PRODS";"2017-01-01";"2050-04-20";"104043"
"104044";"null";"104034";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"VP Procurement";"Pay Rate Change";"PAYOTH";"5000346";"PRODS";"2017-01-01";"2050-04-20";"104044"
"104045";"null";"104034";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"VP Distribution";"Pay Rate Change";"PAYOTH";"5000345";"PRODS";"2017-01-01";"2050-04-20";"104045"
"104046";"null";"104004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Supply Chain Director";"Pay Rate Change";"PAYOTH";"5000350";"PRODS";"2017-01-01";"2050-04-20";"104046"
"104047";"null";"104036";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Assembly Manager";"Pay Rate Change";"PAYOTH";"50026046";"PRODS";"2017-01-01";"2050-04-20";"104047"
"104048";"null";"104036";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Planning & Scheduling Manager";"Transfer";"PAYXFR";"50026047";"PRODS";"2018-04-01";"2050-04-20";"104048"
"104049";"null";"104048";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Planner";"Pay Rate Change";"PAYOTH";"50026050";"PRODS";"2017-01-01";"2050-04-20";"104049"
"104050";"null";"104004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Safety Engineer";"Pay Rate Change";"PAYOTH";"5000352";"PRODS";"2017-01-01";"2050-04-20";"104050"
"82094";"null";"108743";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"HR Business Partner Global";"Pay Rate Change";"PAYOTH";"50014325";"CORP";"2017-01-01";"2050-04-20";"82094"
"82096";"null";"108736";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"HR Business Partner";"Pay Rate Change";"PAYOTH";"50014326";"CORP";"2017-01-01";"2050-04-20";"82096"
"82098";"null";"108736";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"HR Business Partner";"Pay Rate Change";"PAYOTH";"50014326";"CORP";"2017-01-01";"2050-04-20";"82098"
"82100";"null";"108736";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"HR Business Partner";"Pay Rate Change";"PAYOTH";"50014326";"CORP";"2017-01-01";"2050-04-20";"82100"
"890223";"null";"NO_MANAGER";"4595";"Active";"4662";"Active";"3638";"Management";"null";"null";"BestRun Company";"CEO BestRun Corporation";"Pay Rate Change";"PAYOTH";"50014425";"CORP";"2017-01-01";"2050-04-20";"890223"
"890274";"null";"890223";"4595";"Active";"4662";"Active";"3638";"Management";"null";"null";"BestRun Company";"President BestRun Americas";"Pay Rate Change";"PAYOTH";"50014427";"CORP";"2017-01-01";"2050-04-20";"890274"
"69122";"null";"69102";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Vice President Finance";"Data Change";"DATASTAT";"50014456";"CORP";"2017-01-01";"2050-04-20";"69122"
"69123";"null";"107041";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"HR Project Manager";"Data Change";"DATASTAT";"50021022";"CORP";"2017-01-01";"2050-04-20";"69123"
"sfadmin";"null";"108743";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Administrative Support";"Pay Rate Change";"PAYOTH";"3000325";"CORP";"2017-01-01";"2050-04-20";"sfadmin"
"106006";"null";"69121";"4595";"Active";"4662";"Active";"3638";"Management";"null";"null";"BestRun Australia";"President Australia";"Pay Rate Change";"PAYOTH";"50023008";"CORP";"2017-01-01";"2050-04-20";"106006"
"102039";"null";"102034";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"Executive Assistant";"Pay Rate Change";"PAYOTH";"50024036";"CORP";"2017-01-01";"2050-04-20";"102039"
"106030";"null";"106010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Electrical Engineer III";"Pay Rate Change";"PAYOTH";"50023032";"PRODS";"2017-01-01";"2050-04-20";"106030"
"106002";"null";"106010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Engineer I";"Pay Rate Change";"PAYOTH";"50023004";"PRODS";"2017-01-01";"2050-04-20";"106002"
"106016";"null";"106010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Engineer II";"Pay Rate Change";"PAYOTH";"50023018";"PRODS";"2017-01-01";"2050-04-20";"106016"
"106010";"null";"106037";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Engineering Manager";"Pay Rate Change";"PAYOTH";"50023012";"PRODS";"2017-01-01";"2050-04-20";"106010"
"106003";"null";"106010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Engineering Intern";"Pay Rate Change";"PAYOTH";"50023005";"PRODS";"2017-01-01";"2050-04-20";"106003"
"106012";"null";"106018";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Building Manager";"Pay Rate Change";"PAYOTH";"50023014";"PRODS";"2017-01-01";"2050-04-20";"106012"
"106008";"null";"106018";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Australia";"Custodian";"Pay Rate Change";"PAYOTH";"50023010";"PRODS";"2017-01-01";"2050-04-20";"106008"
"106013";"null";"106018";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Australia";"Custodian";"Pay Rate Change";"PAYOTH";"50023015";"PRODS";"2017-01-01";"2050-04-20";"106013"
"106007";"null";"106018";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Australia";"Custodian";"Pay Rate Change";"PAYOTH";"50023009";"PRODS";"2017-01-01";"2050-04-20";"106007"
"101006";"null";"101001";"4595";"Active";"4662";"Active";"3638";"Management";"null";"null";"BestRun UK";"President United Kingdom";"Pay Rate Change";"PAYOTH";"50022004";"CORP";"2017-01-01";"2050-04-20";"101006"
"101032";"null";"101006";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"VP Human Resources UK";"Pay Rate Change";"PAYOTH";"50022005";"CORP";"2017-01-01";"2050-04-20";"101032"
"101009";"null";"101032";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Executive Assistant";"Pay Rate Change";"PAYOTH";"50022054";"CORP";"2017-01-01";"2050-04-20";"101009"
"104017";"null";"104004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Facilities Manager";"Pay Rate Change";"PAYOTH";"50026020";"PRODS";"2017-01-01";"2050-04-20";"104017"
"104038";"null";"104037";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Brazil";"QA Administrator";"Pay Rate Change";"PAYOTH";"50026001";"PRODS";"2017-01-01";"2050-04-20";"104038"
"104039";"null";"104037";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"QA Engineer";"Pay Rate Change";"PAYOTH";"50026003";"PRODS";"2017-01-01";"2050-04-20";"104039"
